"Central.Air","Lot.Shape","Garage.Cars","Overall.Qual","TotRms.AbvGrd","Gr.Liv.Area","Garage.Area","Fireplaces","Yr.Sold","SalePrice"
"Y","Reg",2,5,6,1384,896,0,2006,159000
"Y","Reg",3,5,10,2640,1008,1,2006,180000
"Y","Reg",2,6,6,1312,649,0,2006,127000
"Y","Reg",1,6,6,1310,398,0,2006,112000
"Y","Reg",1,3,5,713,371,0,2006,99800
"Y","Reg",1,5,4,833,326,0,2006,117000
"Y","Reg",1,5,4,1073,326,0,2006,108480
"N","Reg",2,3,4,715,660,0,2006,68000
"Y","Reg",1,4,5,720,280,0,2006,86900
"Y","Reg",2,5,5,1130,720,1,2006,120000
"Y","Reg",2,6,7,1595,528,1,2006,155500
"Y","Reg",2,4,7,1760,648,1,2006,80000
"Y","Reg",3,3,6,1214,936,0,2006,105000
"N","Reg",2,5,10,2414,520,1,2006,160000
"Y","Reg",2,5,7,1466,566,1,2006,170000
"Y","Reg",2,6,6,1324,440,1,2006,160000
"Y","Reg",2,5,6,1086,484,1,2006,159950
"Y","Reg",1,6,6,1146,294,1,2006,165000
"Y","IR1",2,6,7,1734,440,1,2006,159000
"Y","Reg",1,6,6,1207,264,0,2006,147000
"Y","IR1",1,5,5,912,288,0,2006,115000
"Y","Reg",2,6,6,1194,539,1,2006,159500
"Y","Reg",1,6,4,864,288,0,2006,120000
"Y","IR1",1,5,5,816,308,0,2006,129900
"Y","Reg",2,6,6,1773,418,2,2006,183000
"Y","Reg",2,7,5,1472,484,1,2006,157500
"Y","IR1",2,7,9,2448,441,2,2006,277500
"Y","IR1",1,5,6,1600,319,2,2006,207500
"Y","Reg",1,4,6,1521,597,0,2006,147500
"N","Reg",0,4,6,1192,0,0,2006,135000
"Y","Reg",2,5,5,1040,625,0,2006,109500
"Y","Reg",2,4,4,1040,420,0,2006,109900
"Y","Reg",1,5,6,1040,286,0,2006,133700
"N","Reg",2,3,6,1040,400,0,2006,81400
"N","Reg",2,3,6,1040,400,0,2006,87500
"N","Reg",2,3,6,1040,400,0,2006,93500
"Y","Reg",0,5,8,1556,0,0,2006,119000
"Y","Reg",1,5,6,1150,300,0,2006,141000
"Y","Reg",1,5,6,1150,288,0,2006,146000
"Y","Reg",2,6,6,1348,453,1,2006,155000
"Y","IR1",1,5,6,999,300,0,2006,134500
"Y","Reg",2,7,6,1045,528,0,2006,120000
"Y","Reg",1,5,5,864,336,0,2006,105000
"Y","Reg",0,5,6,1025,0,0,2006,124000
"Y","Reg",2,5,8,2014,624,0,2006,169000
"N","Reg",1,4,8,1328,210,0,2006,107000
"Y","Reg",1,5,6,1668,240,0,2006,135000
"N","Reg",1,4,9,1657,162,1,2006,111500
"Y","Reg",2,6,7,1416,400,0,2006,156500
"Y","Reg",2,7,6,1641,546,1,2006,178000
"Y","Reg",2,7,7,1428,576,0,2006,139900
"N","Reg",1,7,5,1004,200,1,2006,105000
"Y","Reg",1,6,5,813,270,0,2006,110000
"N","Reg",2,4,9,1951,576,0,2006,111500
"N","Reg",1,6,5,1032,280,0,2006,108000
"Y","Reg",1,5,5,844,216,0,2006,111500
"Y","Reg",1,5,8,1750,240,0,2006,124000
"Y","Reg",1,4,5,864,528,0,2006,105000
"Y","Reg",2,6,6,1118,440,0,2006,116000
"Y","Reg",1,3,7,1376,216,0,2006,96900
"Y","Reg",2,5,5,960,576,0,2006,135500
"Y","Reg",2,5,7,1566,450,0,2006,139000
"Y","Reg",1,3,3,492,200,0,2006,61500
"Y","Reg",1,6,5,1182,378,0,2006,120000
"Y","Reg",1,3,6,1163,220,0,2006,126175
"Y","Reg",1,3,5,840,250,0,2006,64000
"N","Reg",1,6,9,1928,440,0,2006,137000
"N","Reg",3,4,8,1774,779,0,2006,87000
"N","Reg",2,7,6,1768,320,2,2006,163000
"Y","Reg",2,7,9,2104,432,0,2006,155000
"N","Reg",1,5,6,1440,352,0,2006,79000
"Y","IR1",1,7,7,1690,225,1,2006,144000
"N","Reg",1,6,7,1368,216,0,2006,114504
"Y","Reg",2,7,8,1762,576,0,2006,157000
"Y","Reg",1,6,7,1200,312,0,2006,125000
"Y","IR2",3,10,12,3608,840,2,2006,475000
"N","Reg",0,5,8,1248,0,0,2006,93500
"Y","Reg",2,5,5,960,624,0,2006,125000
"N","Reg",0,3,5,1020,0,0,2006,64500
"Y","Reg",0,4,4,788,0,2,2006,100000
"Y","Reg",1,6,6,1577,312,1,2006,140200
"N","IR1",1,6,9,1827,240,1,2006,202500
"Y","Reg",2,6,7,1664,420,2,2006,159000
"Y","Reg",2,5,5,1118,410,1,2006,119900
"Y","Reg",2,6,6,1176,528,1,2006,114500
"Y","Reg",1,5,7,1344,240,0,2006,115000
"Y","Reg",1,3,6,1162,258,0,2006,75000
"N","Reg",1,5,6,1015,450,0,2006,88000
"N","Reg",0,4,3,912,0,0,2006,80500
"Y","Reg",1,5,8,1576,225,1,2006,149000
"Y","Reg",1,5,7,1324,180,0,2006,110000
"Y","Reg",2,6,5,1103,440,1,2006,110500
"Y","Reg",1,5,4,616,205,0,2006,89000
"Y","Reg",1,5,5,1048,280,1,2006,113000
"Y","IR2",1,5,4,816,210,0,2006,109000
"Y","IR3",2,6,8,2486,576,1,2006,220000
"N","Reg",2,4,6,960,576,0,2006,129000
"Y","Reg",1,6,5,1635,255,0,2006,117000
"N","IR1",0,4,4,693,0,0,2006,52500
"Y","Reg",2,4,7,1430,370,0,2006,107000
"Y","Reg",1,5,7,1330,390,0,2006,116500
"N","Reg",0,5,4,819,0,0,2006,72000
"Y","Reg",1,6,7,1376,198,1,2006,119500
"Y","Reg",1,5,6,1360,297,0,2006,125500
"N","Reg",1,3,6,1077,210,1,2006,91000
"N","Reg",0,6,5,754,0,0,2006,84500
"Y","Reg",1,6,6,984,308,0,2006,90000
"Y","Reg",1,5,7,1422,288,1,2006,137500
"Y","Reg",2,6,8,1921,576,0,2006,150000
"Y","Reg",2,5,7,1640,394,1,2006,131000
"Y","IR1",1,5,6,1352,288,0,2006,130000
"N","Reg",1,5,6,1032,260,1,2006,125000
"Y","IR1",1,5,4,879,180,0,2006,80000
"Y","Reg",1,7,4,1073,246,0,2006,157000
"Y","Reg",2,4,6,1382,459,1,2006,148000
"Y","Reg",2,4,6,1296,516,0,2006,90000
"Y","Reg",1,6,6,1068,264,0,2006,154500
"Y","IR1",2,5,6,1064,528,1,2006,153600
"Y","IR1",2,5,6,1320,564,2,2006,164500
"Y","IR1",1,6,4,934,336,0,2006,132000
"Y","Reg",1,5,6,1059,286,0,2006,142500
"Y","IR1",1,5,7,1159,336,1,2006,158000
"Y","Reg",2,6,6,1400,440,1,2006,149500
"Y","IR1",2,5,7,1458,512,1,2006,165000
"Y","IR1",2,5,7,1721,440,1,2006,180000
"Y","IR1",2,6,6,1040,616,1,2006,160500
"Y","IR1",2,5,10,1967,580,0,2006,156500
"Y","Reg",2,5,10,1949,586,0,2006,157000
"Y","Reg",2,5,8,1920,451,1,2006,172500
"Y","Reg",2,5,8,1803,484,1,2006,155000
"Y","Reg",2,5,6,1779,454,1,2006,170000
"N","Reg",1,5,5,872,322,1,2006,105000
"Y","IR1",1,4,3,960,364,0,2006,145000
"Y","Reg",2,5,6,1437,576,1,2006,168000
"Y","Reg",2,7,6,1830,521,2,2006,278000
"Y","Reg",2,5,4,1000,575,2,2006,164000
"Y","Reg",2,7,7,2287,667,1,2006,225000
"Y","Reg",2,5,4,810,576,0,2006,130000
"Y","IR1",2,5,5,894,440,1,2006,142500
"Y","Reg",1,7,7,1700,450,0,2006,148400
"Y","IR1",2,7,6,1453,445,1,2006,190000
"Y","Reg",2,4,6,1350,504,1,2006,146000
"N","Reg",1,5,6,1150,215,2,2006,128000
"Y","Reg",1,5,8,2008,230,0,2006,225000
"Y","IR1",2,6,8,2201,432,1,2006,274970
"Y","Reg",3,6,8,2009,795,2,2006,235000
"Y","Reg",2,6,7,3672,836,2,2006,415000
"Y","IR1",2,5,6,1560,528,1,2006,182000
"Y","Reg",2,5,7,1488,569,1,2006,135000
"Y","Reg",1,5,6,1057,288,0,2006,137000
"Y","Reg",1,6,7,1855,325,0,2006,136900
"Y","Reg",1,6,7,1609,305,0,2006,149900
"Y","IR1",1,5,6,1148,308,0,2006,123500
"Y","Reg",0,5,5,1124,0,1,2006,93000
"Y","Reg",1,5,7,1456,280,1,2006,91500
"Y","Reg",2,6,5,1298,403,1,2006,180000
"Y","IR1",2,6,9,2559,506,1,2006,209000
"Y","IR1",2,8,8,1911,471,1,2006,215000
"Y","Reg",4,6,8,1440,920,0,2006,224500
"Y","IR2",3,7,7,1876,848,0,2006,229800
"Y","IR1",2,7,6,1208,632,0,2006,183600
"Y","Reg",2,7,6,1220,632,0,2006,194000
"Y","Reg",2,7,6,1294,662,1,2006,193879
"Y","IR1",3,7,7,1614,865,0,2006,221500
"Y","IR1",2,7,5,1498,675,0,2006,204900
"Y","Reg",3,7,7,1962,868,0,2006,239799
"Y","Reg",2,6,7,1846,495,1,2006,233555
"Y","Reg",2,7,7,1734,660,0,2006,260000
"Y","Reg",3,8,6,1590,754,0,2006,294900
"Y","IR1",2,7,8,1809,638,0,2006,209700
"Y","Reg",2,7,7,1614,576,1,2006,225000
"Y","IR1",2,7,6,1596,610,0,2006,181000
"Y","IR1",2,8,8,1915,506,1,2006,220000
"Y","IR1",2,5,7,1582,390,0,2006,190000
"Y","IR1",2,6,4,988,540,2,2006,180000
"Y","IR1",2,7,5,1533,576,2,2006,280000
"Y","Reg",2,6,6,1388,522,1,2006,158900
"Y","IR1",2,5,5,914,576,0,2006,148000
"Y","Reg",2,5,5,1100,462,0,2006,145000
"Y","IR1",2,6,6,1499,473,1,2006,187000
"Y","IR1",2,7,5,1425,591,0,2006,193000
"Y","IR2",2,5,5,990,576,0,2006,156000
"Y","Reg",2,7,6,1525,541,0,2006,235000
"Y","IR1",2,6,6,1494,576,0,2006,217000
"Y","IR1",2,7,6,1588,472,0,2006,214000
"Y","IR1",2,7,7,1749,515,0,2006,196000
"Y","IR1",2,7,7,1779,586,1,2006,217000
"Y","IR1",2,7,8,1861,492,0,2006,200000
"Y","IR1",2,7,7,1776,474,1,2006,192500
"Y","IR1",3,7,6,1541,843,1,2006,205000
"Y","IR1",2,5,6,954,576,0,2006,132500
"Y","IR1",1,6,6,1388,317,0,2006,157500
"Y","IR1",3,6,6,1282,672,0,2006,174000
"Y","IR1",1,5,5,971,300,1,2006,128500
"Y","IR1",1,5,5,864,288,0,2006,128500
"Y","Reg",2,5,5,894,552,0,2006,149900
"Y","Reg",1,5,5,864,297,0,2006,119900
"Y","IR1",2,6,5,1320,484,0,2006,137000
"Y","Reg",2,8,7,1989,586,1,2006,255000
"Y","IR1",2,7,6,1762,591,0,2006,222000
"Y","IR2",2,6,7,1755,530,1,2006,214000
"Y","Reg",2,8,5,1358,418,1,2006,220000
"Y","IR2",3,8,7,1787,748,1,2006,275000
"Y","Reg",2,7,8,1909,529,0,2006,197000
"Y","Reg",3,7,6,1654,900,0,2006,230000
"Y","IR1",3,8,8,2214,646,1,2006,268500
"Y","IR2",2,7,9,2049,467,1,2006,210900
"Y","IR1",3,7,8,1939,555,1,2006,227000
"Y","Reg",2,7,8,1995,610,1,2006,237000
"Y","Reg",2,7,8,2097,583,1,2006,274300
"Y","Reg",2,7,8,1836,484,1,2006,216837
"Y","Reg",2,6,4,848,420,0,2006,133000
"Y","Reg",2,6,3,848,420,1,2006,155900
"Y","Reg",2,8,8,1919,685,1,2006,233230
"Y","Reg",2,7,7,1390,545,0,2006,207000
"Y","IR2",2,7,8,1948,434,1,2006,195000
"Y","Reg",2,6,7,1700,544,0,2006,200000
"Y","IR1",2,7,7,1737,578,0,2006,203160
"Y","Reg",2,7,6,1611,572,0,2006,195800
"Y","Reg",3,7,7,1552,782,0,2006,212900
"Y","IR1",2,7,7,1720,565,0,2006,196500
"Y","Reg",2,7,6,1336,502,0,2006,198000
"Y","Reg",2,6,6,1500,564,0,2006,173900
"Y","Reg",2,6,8,1456,390,1,2006,163990
"Y","IR1",2,7,6,1310,400,1,2006,164990
"Y","Reg",2,4,6,1436,528,0,2006,98000
"Y","Reg",2,5,6,1466,528,2,2006,149900
"Y","Reg",2,4,6,1220,396,0,2006,102000
"Y","IR1",0,6,4,1012,0,0,2006,127500
"Y","IR1",0,6,4,980,0,0,2006,127500
"Y","Reg",1,5,5,1176,360,0,2006,119900
"Y","Reg",2,7,8,1724,616,1,2006,196500
"Y","Reg",0,6,4,914,0,0,2006,117250
"Y","IR1",2,7,9,2314,502,1,2006,229000
"Y","Reg",2,5,5,1072,525,0,2006,145000
"Y","Reg",2,6,5,1072,525,0,2006,140000
"Y","Reg",2,6,5,1072,525,0,2006,142500
"Y","Reg",2,7,7,1709,380,0,2006,134000
"Y","Reg",2,7,7,1709,380,0,2006,130000
"Y","Reg",2,6,7,1709,380,0,2006,130000
"Y","Reg",2,7,7,1709,380,0,2006,137500
"Y","Reg",2,7,7,1708,380,0,2006,130000
"Y","Reg",1,4,5,936,265,0,2006,97900
"Y","Reg",2,6,7,1338,528,0,2006,92000
"N","Reg",1,4,9,1669,288,0,2006,107000
"Y","Reg",0,5,8,1184,0,0,2006,81000
"Y","Reg",1,5,7,1221,392,0,2006,104900
"Y","Reg",2,5,5,864,572,0,2006,115000
"Y","IR1",2,4,6,1482,609,1,2006,125000
"Y","Reg",1,5,7,1250,280,0,2006,116000
"N","Reg",0,4,8,1414,0,1,2006,83000
"N","Reg",1,4,10,2230,440,0,2006,118500
"N","Reg",1,2,3,498,216,0,2006,35000
"N","Reg",1,4,5,1273,275,0,2006,121000
"Y","Reg",0,5,10,1928,0,0,2006,160000
"Y","Reg",1,6,6,1595,240,2,2006,140000
"Y","Reg",1,5,6,1551,240,0,2006,137000
"N","Reg",1,6,6,1340,440,0,2006,128000
"Y","Reg",1,7,6,1479,312,2,2006,160000
"Y","Reg",1,5,9,1784,180,0,2006,138887
"Y","Reg",1,6,6,1510,216,0,2006,149000
"Y","Reg",0,5,7,1522,0,0,2006,102000
"Y","Reg",1,7,7,1636,288,1,2006,167000
"Y","Reg",1,7,9,1802,216,1,2006,200100
"Y","Reg",1,5,6,1465,240,2,2006,131000
"N","Reg",1,5,6,1288,240,0,2006,112000
"Y","IR1",3,7,7,1717,642,1,2006,140000
"Y","Reg",1,6,7,1550,318,1,2006,195000
"Y","IR1",2,8,7,1517,400,2,2006,230000
"Y","Reg",1,5,7,1717,410,1,2006,194000
"Y","Reg",1,4,5,1180,252,1,2006,137500
"Y","IR1",1,7,6,2057,180,1,2006,250000
"Y","IR1",2,7,7,1671,451,1,2006,218000
"Y","IR1",2,6,9,2345,360,1,2006,239000
"Y","IR1",3,7,8,1609,579,2,2006,199500
"Y","IR1",2,6,8,1801,365,1,2006,210000
"Y","IR1",2,6,6,1811,470,1,2006,230000
"Y","Reg",2,5,7,1647,621,1,2006,217500
"Y","Reg",1,5,9,2315,342,3,2006,257000
"Y","Reg",1,5,5,1336,375,2,2006,157000
"Y","IR1",2,6,7,1844,540,1,2006,223000
"N","Reg",1,5,5,976,215,0,2006,102000
"Y","Reg",2,6,6,1285,506,0,2006,145400
"N","Reg",0,4,4,672,0,0,2006,72000
"Y","Reg",1,4,4,641,272,0,2006,85000
"N","Reg",1,4,6,951,327,0,2006,106500
"Y","Reg",1,6,6,1638,384,0,2006,139000
"Y","Reg",1,4,7,1336,570,0,2006,108000
"N","Reg",0,3,5,729,0,0,2006,51689
"N","Reg",1,2,4,480,308,0,2006,35311
"N","Reg",0,5,8,1396,0,0,2006,115000
"N","Reg",0,3,6,936,0,0,2006,78000
"Y","IR1",2,8,5,1778,495,1,2006,375000
"Y","IR1",2,8,5,1646,525,1,2006,300000
"Y","IR1",2,6,6,1625,576,1,2006,242500
"Y","Reg",2,6,10,1664,616,0,2006,145000
"Y","Reg",2,8,7,1491,490,0,2006,209000
"Y","Reg",2,6,4,1004,504,0,2006,135000
"Y","Reg",2,6,6,1210,528,0,2006,148000
"Y","Reg",3,7,9,1959,766,0,2006,171000
"Y","IR1",2,7,9,2519,628,2,2006,335000
"Y","IR1",1,7,5,1295,312,0,2006,230000
"Y","IR1",2,6,6,1650,518,2,2006,250764
"Y","IR1",2,8,6,1707,511,1,2006,228000
"Y","IR1",2,6,5,1137,551,1,2006,176000
"Y","IR1",2,7,6,1339,484,1,2006,180000
"Y","IR2",2,7,8,2514,693,0,2006,250000
"Y","IR1",2,6,5,1403,470,0,2006,202000
"Y","Reg",3,8,7,1800,765,1,2006,312500
"Y","Reg",3,8,8,1960,714,2,2006,320000
"Y","Reg",3,8,7,2028,880,2,2006,369900
"Y","Reg",3,9,9,1838,682,1,2006,359900
"Y","Reg",1,1,6,1600,270,0,2006,81500
"Y","Reg",4,7,8,1368,784,0,2006,215000
"Y","Reg",2,6,5,1216,402,0,2006,164000
"Y","Reg",2,6,5,1337,405,0,2006,153500
"Y","Reg",0,5,6,1140,0,0,2006,84500
"Y","Reg",1,5,5,1304,336,1,2006,104500
"Y","Reg",1,5,6,1475,336,1,2006,127000
"Y","Reg",2,6,10,2521,576,1,2006,151400
"Y","IR1",1,5,5,874,288,0,2006,126500
"Y","IR1",3,5,8,1652,928,0,2006,146500
"Y","Reg",0,4,3,630,0,0,2006,73000
"Y","Reg",1,4,5,1092,253,0,2006,79400
"Y","Reg",1,5,8,1360,336,1,2006,140000
"Y","Reg",0,5,3,630,0,0,2006,92000
"Y","Reg",1,4,5,1092,286,0,2006,87550
"Y","Reg",0,4,5,1092,0,0,2006,79500
"Y","Reg",0,4,5,1092,0,0,2006,90500
"Y","Reg",1,4,6,1092,286,0,2006,71000
"Y","IR1",2,6,8,1728,574,0,2006,150900
"Y","Reg",2,5,8,1728,560,0,2006,188000
"Y","Reg",2,5,5,1126,484,1,2006,160000
"Y","Reg",2,5,7,1224,576,1,2006,131000
"Y","IR1",2,6,6,1003,588,0,2006,142500
"Y","IR1",2,5,5,902,484,0,2006,131000
"Y","Reg",0,5,6,970,0,0,2006,132000
"Y","Reg",2,5,6,1389,418,1,2006,170000
"Y","Reg",3,7,9,2000,650,1,2006,188000
